0A0A-AAAA-00AC-AD1D	2017-12-18 15:17:59.714	39539
0A0A-AAAA-00AC-AD1E	2018-02-23 14:53:36.576	24873
0A0A-AAAA-00AC-AD1F	2018-02-23 14:41:16.112	49555
0A0A-AAAA-00AC-AD1G	2018-03-02 10:14:49.024	35071
0A0A-AAAA-00AC-AD1H	2018-02-23 15:12:43.548	12300
0A0A-AAAA-00AC-AD1I	2017-12-18 14:59:21.668	40151
0A0A-AAAA-00AC-AD1J	2018-02-23 14:57:27.591	19499
0A0A-AAAA-00AC-AD1K	2017-11-16 14:59:53.612	13259
0A0A-AAAA-00AC-AD1L	2017-12-18 14:57:47.282	20829
0A0A-AAAA-00AC-AD1M	2018-02-23 15:20:53.849	21397
0A0A-AAAA-00AC-AD1N	2017-12-18 15:39:43.246	26133
0A0A-AAAA-00AC-AD1O	2017-12-18 15:56:08.342	8034
0A0A-AAAA-00AC-AD1P	2018-03-02 09:51:38.118	12027
0A0A-AAAA-00AC-AD1Q	2018-03-02 10:13:48.505	17943
0A0A-AAAA-00AC-AD1R	2018-03-02 09:56:35.476	45914
0A0A-AAAA-00AC-AD1S	2018-03-02 10:03:43.955	65304
0A0A-AAAA-00AC-AD1T	2018-03-02 10:20:08.632	10939
0A0A-AAAA-00AC-AD1U	2018-02-23 14:50:24.125	24093
0A0A-AAAA-00AC-AD1V	2018-03-02 09:59:37.759	30915
0A0A-AAAA-00AC-AD1W	2018-03-02 10:12:04.849	109271
0A0A-AAAA-00AC-AD1X	2018-02-23 14:54:53.768	161980
0A0A-AAAA-00AC-AD1Y	2018-02-23 15:16:22.064	27200
0A0A-AAAA-00AC-AD1Z	2017-12-18 16:06:47.015	28983
0A0A-AAAA-00AD-AD1A	2018-02-23 15:16:21.854	21443
0A0A-AAAA-00AD-AD1B	2017-12-18 15:21:00.672	51512
0A0A-AAAA-00AD-AD1C	2017-11-16 15:34:02.035	208800
0A0A-AAAA-00AD-AD1D	2018-03-02 10:28:43.652	24291
0A0A-AAAA-00AD-AD1E	2018-03-02 10:06:25.267	74021
0A0A-AAAA-00AD-AD1F	2018-02-23 15:13:27.69	21866
0A0A-AAAA-00AD-AD1G	2018-03-02 10:01:47.39	95030
0A0A-AAAA-00AD-AD1H	2017-12-18 15:51:25.599	11035
0A0A-AAAA-00AD-AD1I	2018-02-23 15:22:36.901	9752
0A0A-AAAA-00AD-AD1J	2018-03-02 10:02:07.576	30915
0A0A-AAAA-00AD-AD1K	2018-02-23 14:44:43.457	6439
0A0A-AAAA-00AD-AD1L	2017-12-18 15:55:59.984	60266
0A0A-AAAA-00AD-AD1M	2018-03-02 10:18:16.786	26061
0A0A-AAAA-00AD-AD1N	2018-03-02 10:34:03.646	227481
0A0A-AAAA-00AD-AD1O	2018-03-02 10:19:02.736	5509
0A0A-AAAA-00AD-AD1P	2018-02-23 15:21:57.832	7466
0A0A-AAAA-00AD-AD1Q	2018-03-02 10:00:05.9	5373
0A0A-AAAA-00AD-AD1R	2018-03-02 10:24:42.249	18918
0A0A-AAAA-00AD-AD1S	2018-02-23 15:14:50.722	9986
0A0A-AAAA-00AD-AD1T	2018-03-02 10:07:18.293	39859
0A0A-AAAA-00AD-AD1U	2017-12-18 15:37:19.04	22234
0A0A-AAAA-00AD-AD1V	2018-03-02 10:08:54.066	79166
0A0A-AAAA-00AD-AD1W	2018-03-02 10:33:31.463	106815
0A0A-AAAA-00AD-AD1X	2017-12-18 14:48:32.183	2133
0A0A-AAAA-00AD-AD1Y	2017-12-18 15:35:15.923	120589
0A0A-AAAA-00AD-AD1Z	2017-12-18 15:11:27.697	13974
0A0A-AAAA-00AE-AD1A	2018-02-23 15:12:26.382	20850
0A0A-AAAA-00AE-AD1B	2018-02-23 14:42:50.762	118973
0A0A-AAAA-00AE-AD1C	2017-12-18 15:03:09.683	15134
0A0A-AAAA-00AE-AD1D	2018-03-02 10:42:26.545	86765
0A0A-AAAA-00AE-AD1E	2017-12-18 15:46:44.848	12297
0A0A-AAAA-00AE-AD1F	2018-03-07 07:42:32.084	8107
0A0A-AAAA-00AE-AD1G	2018-02-23 15:22:44.441	25449
0A0A-AAAA-00AE-AD1H	2018-02-23 15:06:03.218	15835
0A0A-AAAA-00AE-AD1I	2018-03-02 09:54:48.952	183660
0A0A-AAAA-00AE-AD1J	2017-12-18 14:54:57.116	329926
0A0A-AAAA-00AE-AD1K	2017-12-18 15:16:06.867	22944
0A0A-AAAA-00AE-AD1L	2018-02-23 14:46:33.811	47683
0A0A-AAAA-00AE-AD1M	2018-02-23 14:55:23.775	7285
0A0A-AAAA-00AE-AD1N	2018-03-02 10:18:59.166	13627
0A0A-AAAA-00AE-AD1O	2018-02-23 15:09:30.661	12413
0A0A-AAAA-00AE-AD1P	2018-02-23 14:59:09.99	22869
0A0A-AAAA-00AE-AD1Q	2018-02-23 14:54:28.052	11737
0A0A-AAAA-00AE-AD1R	2018-03-02 10:16:37.285	32335
0A0A-AAAA-00AE-AD1S	2018-03-02 09:51:06.502	7145
0A0A-AAAA-00AE-AD1T	2018-03-02 10:11:24.818	371993
0A0A-AAAA-00AE-AD1U	2018-03-02 10:08:25.501	34735
0A0A-AAAA-00AE-AD1V	2018-02-23 14:57:10.35	27734
0A0A-AAAA-00AE-AD1W	2018-02-23 15:18:07.569	70623
0A0A-AAAA-00AE-AD1X	2017-12-18 16:05:28.151	55100
0A0A-AAAA-00AE-AD1Y	2018-02-23 15:01:16.685	30612
0A0A-AAAA-00AE-AD1Z	2017-12-18 14:49:27.502	23305
0A0A-AAAA-00AF-AD1A	2018-03-02 09:53:35.479	1319
0A0A-AAAA-00AF-AD1B	2018-02-23 14:38:55.033	123465
0A0A-AAAA-00AF-AD1C	2018-03-02 10:21:50.237	40209
0A0A-AAAA-00AF-AD1D	2018-03-02 10:15:12.958	17713
0A0A-AAAA-00AF-AD1E	2018-03-02 10:23:09.949	7352
0A0A-AAAA-00AF-AD1F	2018-02-23 15:14:54.401	21699
0A0A-AAAA-00AF-AD1G	2018-03-02 10:29:02.636	72274
0A0A-AAAA-00AF-AD1H	2017-12-18 15:52:10.788	6713
0A0A-AAAA-00AF-AD1I	2018-02-23 14:39:45.09	14183
0A0A-AAAA-00AF-AD1J	2018-02-23 15:12:05.596	82945
0A0A-AAAA-00AF-AD1K	2017-12-18 15:08:45.703	21764
0A0A-AAAA-00AF-AD1L	2018-03-02 09:48:41.669	10085
0A0A-AAAA-00AF-AD1M	2018-03-02 10:19:33.8	36450
0A0A-AAAA-00AF-AD1N	2018-02-23 15:03:35.242	85750
0A0A-AAAA-00AF-AD1O	2018-01-02 07:15:10.398	82200
0A0A-AAAA-00AF-AD1P	2018-03-02 10:05:49.121	63565
0A0A-AAAA-00AF-AD1Q	2018-03-02 09:49:07.069	16788
0A0A-AAAA-00AF-AD1R	2018-03-02 10:34:41.348	7494
0A0A-AAAA-00AF-AD1S	2018-02-23 14:41:20.603	7156
0A0A-AAAA-00AF-AD1T	2018-03-02 09:58:00.051	28335
0A0A-AAAA-00AF-AD1U	2017-12-18 15:07:58.658	24906
0A0A-AAAA-00AF-AD1V	2018-02-23 15:19:29.684	29915
0A0A-AAAA-00AF-AD1W	2017-12-18 15:34:58.486	46134
0A0A-AAAA-00AF-AD1X	2018-03-02 10:05:18.365	1331
0A0A-AAAA-00AF-AD1Y	2018-03-02 10:23:26.17	35781
0A0A-AAAA-00AF-AD1Z	2018-02-23 15:03:12.171	7421
0A0A-AAAA-00AG-AD1A	2017-12-18 16:15:14.545	18974
0A0A-AAAA-00AG-AD1B	2018-02-23 15:18:32.767	60830
0A0A-AAAA-00AG-AD1C	2018-03-02 09:55:03.359	51450
0A0A-AAAA-00AG-AD1D	2018-02-23 15:10:04.58	17302
0A0A-AAAA-00AG-AD1E	2018-02-23 15:18:39.629	26682
0A0A-AAAA-00AG-AD1F	2017-12-18 15:17:48.925	30750
0A0A-AAAA-00AG-AD1G	2018-02-23 15:07:57.774	45687
0A0A-AAAA-00AG-AD1H	2017-12-18 15:31:37.759	15350
0A0A-AAAA-00AG-AD1I	2017-12-18 16:06:42.492	19148
0A0A-AAAA-00AG-AD1J	2018-03-02 10:32:05.307	104104
0A0A-AAAA-00AG-AD1K	2018-03-02 10:02:23.684	13617
0A0A-AAAA-00AG-AD1L	2017-12-18 14:48:19.974	62395
0A0A-AAAA-00AG-AD1M	2017-12-18 16:15:49.466	16041
0A0A-AAAA-00AG-AD1N	2017-12-18 15:01:00.041	40574
0A0A-AAAA-00AG-AD1O	2018-03-02 10:17:41.132	21166
0A0A-AAAA-00AG-AD1P	2017-12-18 15:02:58.642	26981
0A0A-AAAA-00AG-AD1Q	2018-03-02 09:56:50.907	7500
0A0A-AAAA-00AG-AD1R	2018-03-02 10:30:31.685	7373
0A0A-AAAA-00AG-AD1S	2018-02-23 15:03:27.559	3514
0A0A-AAAA-00AG-AD1T	2018-03-02 09:52:39.205	31012
0A0A-AAAA-00AG-AD1U	2018-03-02 10:19:45.114	18467
0A0A-AAAA-00AG-AD1V	2018-02-23 15:07:29.492	44995
0A0A-AAAA-00AG-AD1W	2017-11-16 15:51:16.797	180936
0A0A-AAAA-00AG-AD1X	2018-03-02 10:12:08.725	24110
0A0A-AAAA-00AG-AD1Y	2018-03-02 10:27:27.468	18964
0A0A-AAAA-00AG-AD1Z	2018-02-23 14:43:04.576	4495
0A0A-AAAA-00AH-AD1A	2018-02-23 14:59:40.45	9882
0A0A-AAAA-00AH-AD1B	2018-02-23 15:16:11.807	33535
0A0A-AAAA-00AH-AD1C	2017-12-18 15:41:10.148	54026
0A0A-AAAA-00AH-AD1D	2018-03-02 10:35:46.686	16568
0A0A-AAAA-00AH-AD1E	2018-03-02 10:09:09.407	15427
0A0A-AAAA-00AH-AD1F	2018-03-02 10:31:54.118	39328
0A0A-AAAA-00AH-AD1G	2017-12-18 15:06:59.296	11362
0A0A-AAAA-00AH-AD1H	2017-12-18 15:04:25.015	51866
0A0A-AAAA-00AH-AD1I	2018-02-23 15:06:58.501	37416
0A0A-AAAA-00AH-AD1J	2017-11-16 15:21:05.32	5981
0A0A-AAAA-00AH-AD1K	2017-11-16 15:58:40.861	107750
0A0A-AAAA-00AH-AD1L	2018-03-02 10:25:28.061	48154
0A0A-AAAA-00AH-AD1M	2018-02-23 15:19:03.714	1868
0A0A-AAAA-00AH-AD1N	2018-02-23 15:14:30.097	40920
0A0A-AAAA-00AH-AD1O	2018-02-23 15:06:22.823	49933
0A0A-AAAA-00AH-AD1P	2017-12-18 16:01:10.265	47300
0A0A-AAAA-00AH-AD1Q	2018-02-23 14:39:49.845	72136
0A0A-AAAA-00AH-AD1R	2017-12-18 16:00:39.554	8233
0A0A-AAAA-00AH-AD1S	2018-03-02 10:14:24.986	20168
0A0A-AAAA-00AH-AD1T	2017-12-18 16:25:55.745	7809
0A0A-AAAA-00AH-AD1U	2018-02-23 15:01:35.189	57237
0A0A-AAAA-00AH-AD1V	2018-03-02 10:12:02.745	41344
0A0A-AAAA-00AH-AD1W	2017-12-18 15:27:40.414	63747
0A0A-AAAA-00AH-AD1X	2017-12-18 16:00:16.751	28550
0A0A-AAAA-00AH-AD1Y	2018-03-02 09:57:20.096	9595
0A0A-AAAA-00AH-AD1Z	2018-02-23 14:52:12.988	11297
0A0A-AAAA-00AI-AD1A	2018-01-16 23:41:25.36	17758
0A0A-AAAA-00AI-AD1B	2018-02-23 14:45:14.276	22334
0A0A-AAAA-00AI-AD1C	2018-02-23 15:12:52.791	112755
0A0A-AAAA-00AI-AD1D	2018-03-02 10:25:22.428	23055
0A0A-AAAA-00AI-AD1E	2018-02-23 15:04:15.273	236911
0A0A-AAAA-00AI-AD1F	2018-02-23 15:02:58.046	65570
0A0A-AAAA-00AI-AD1G	2018-02-23 15:12:08.406	9097
0A0A-AAAA-00AI-AD1H	2018-02-23 14:42:06.952	5100
0A0A-AAAA-00AI-AD1I	2018-03-02 10:24:59.955	36000
0A0A-AAAA-00AI-AD1J	2018-03-02 09:46:51.689	11643
0A0A-AAAA-00AI-AD1K	2017-12-18 15:34:49.574	22534
0A0A-AAAA-00AI-AD1L	2018-02-23 14:59:02.567	28390
0A0A-AAAA-00AI-AD1M	2018-02-23 15:15:28.108	13678
0A0A-AAAA-00AI-AD1N	2018-03-02 10:15:44.754	2410
0A0A-AAAA-00AI-AD1O	2017-12-18 16:23:21.996	65172
0A0A-AAAA-00AI-AD1P	2018-02-23 14:45:05.544	9139
0A0A-AAAA-00AI-AD1Q	2017-12-18 15:04:50.541	76727
0A0A-AAAA-00AI-AD1R	2018-02-23 14:50:19.43	21033
0A0A-AAAA-00AI-AD1S	2018-02-23 15:00:58.072	19019
0A0A-AAAA-00AI-AD1T	2017-12-18 15:57:21.961	15717
0A0A-AAAA-00AI-AD1U	2017-11-16 15:07:51.266	93816
0A0A-AAAA-00AI-AD1V	2018-03-02 10:23:20.806	16872
0A0A-AAAA-00AI-AD1W	2018-03-02 10:18:13.818	42594
0A0A-AAAA-00AI-AD1X	2017-12-18 16:19:14.797	36887
0A0A-AAAA-00AI-AD1Y	2018-03-02 10:33:52.395	64282
0A0A-AAAA-00AI-AD1Z	2017-12-18 14:57:32.512	205060
0A0A-AAAA-00AJ-AD1A	2017-12-18 16:22:49.12	140217
0A0A-AAAA-00AJ-AD1B	2018-03-02 09:54:35.858	55206
0A0A-AAAA-00AJ-AD1C	2017-12-18 16:06:50.769	24835
0A0A-AAAA-00AJ-AD1D	2017-12-18 15:05:48.297	10680
0A0A-AAAA-00AJ-AD1E	2017-12-18 15:45:22.376	9164
0A0A-AAAA-00AJ-AD1F	2018-03-02 10:24:18.814	17009
0A0A-AAAA-00AJ-AD1G	2018-02-23 14:44:32.492	37930
0A0A-AAAA-00AJ-AD1H	2017-12-18 15:34:32.302	73915
0A0A-AAAA-00AJ-AD1I	2017-12-18 15:40:50.672	48313
0A0A-AAAA-00AJ-AD1J	2018-03-02 09:50:22.326	50770
0A0A-AAAA-00AJ-AD1K	2018-02-23 15:05:03.202	31200
0A0A-AAAA-00AJ-AD1L	2017-12-18 16:03:36.959	44809
0A0A-AAAA-00AJ-AD1M	2017-12-18 15:15:39.981	23947
0A0A-AAAA-00AJ-AD1N	2017-12-18 15:46:55.232	9989
0A0A-AAAA-00AJ-AD1O	2017-12-18 15:24:17.326	39981
0A0A-AAAA-00AJ-AD1P	2018-03-02 10:27:28.191	41832
0A0A-AAAA-00AJ-AD1Q	2018-03-02 10:05:36.139	895646
0A0A-AAAA-00AJ-AD1R	2018-02-23 15:11:45.799	10727
0A0A-AAAA-00AJ-AD1S	2017-12-18 15:23:38.627	24202
0A0A-AAAA-00AJ-AD1T	2018-02-23 14:43:26.557	26033
0A0A-AAAA-00AJ-AD1U	2017-12-18 14:55:38.46	202315
0A0A-AAAA-00AJ-AD1V	2018-02-23 15:13:17.404	25095
0A0A-AAAA-00AJ-AD1W	2017-12-18 15:55:19.429	237162
0A0A-AAAA-00AJ-AD1X	2018-02-23 15:13:41.542	7379
0A0A-AAAA-00AJ-AD1Y	2018-02-23 15:22:06.268	9602
0A0A-AAAA-00AJ-AD1Z	2018-02-23 15:03:05.958	9021
0A0A-AAAA-00AK-AD1A	2017-12-18 14:54:35.469	15168
0A0A-AAAA-00AK-AD1B	2017-12-18 15:54:55.669	39109
0A0A-AAAA-00AK-AD1C	2017-12-18 15:48:24.164	34574
0A0A-AAAA-00AK-AD1D	2018-03-02 10:20:12.259	6874
0A0A-AAAA-00AK-AD1E	2017-12-18 15:33:13.508	39472
0A0A-AAAA-00AK-AD1F	2018-02-23 15:11:48.244	71766
0A0A-AAAA-00AK-AD1G	2018-02-23 15:09:49	190896
0A0A-AAAA-00AK-AD1H	2017-12-18 15:03:45.369	21759
0A0A-AAAA-00AK-AD1I	2017-12-19 15:57:10.058	23510
0A0A-AAAA-00AK-AD1J	2018-02-23 15:18:24.393	21980
0A0A-AAAA-00AK-AD1K	2017-12-19 16:18:40.666	19772
0A0A-AAAA-00AK-AD1L	2018-02-23 15:10:56.588	23133
0A0A-AAAA-00AK-AD1M	2018-02-23 15:05:23.556	35419
0A0A-AAAA-00AK-AD1N	2018-03-02 10:35:15.261	27731
0A0A-AAAA-00AK-AD1O	2018-02-23 14:58:23.942	21421
0A0A-AAAA-00AK-AD1P	2017-12-18 15:01:39.031	23339
0A0A-AAAA-00AK-AD1Q	2018-03-02 09:47:22.559	9077
0A0A-AAAA-00AK-AD1R	2018-02-23 14:49:54.325	30466
0A0A-AAAA-00AK-AD1S	2017-12-18 14:57:22.282	171516
0A0A-AAAA-00AK-AD1T	2017-12-18 16:02:42.97	22853
0A0A-AAAA-00AK-AD1U	2018-03-02 10:21:48.472	9818
0A0A-AAAA-00AK-AD1V	2018-02-23 14:40:00.154	36150
0A0A-AAAA-00AK-AD1W	2018-02-23 15:20:58.786	21350
0A0A-AAAA-00AK-AD1X	2017-12-18 16:05:38.785	22078
0A0A-AAAA-00AK-AD1Y	2018-03-02 10:03:25.533	62848
0A0A-AAAA-00AK-AD1Z	2017-12-18 15:35:35.289	24861
0A0A-AAAA-00AL-AD1A	2017-12-18 16:16:28.165	28537
0A0A-AAAA-00AL-AD1B	2017-12-18 14:59:49.017	10287
0A0A-AAAA-00AL-AD1C	2018-03-02 09:52:33.204	172041
0A0A-AAAA-00AL-AD1D	2017-12-18 16:14:25.311	377933
0A0A-AAAA-00AL-AD1E	2018-02-20 16:59:41.502	48450
0A0A-AAAA-00AL-AD1F	2017-12-18 15:37:34.111	10497
0A0A-AAAA-00AL-AD1G	2017-12-18 15:01:05.371	323013
0A0A-AAAA-00AL-AD1H	2017-12-18 16:05:17.199	57029
0A0A-AAAA-00AL-AD1I	2018-03-02 10:09:56.484	41557
0A0A-AAAA-00AL-AD1J	2017-12-18 15:19:41.004	32158
0A0A-AAAA-00AL-AD1K	2017-12-18 15:48:13.557	33554
0A0A-AAAA-00AL-AD1L	2018-03-02 09:59:31.712	49105
0A0A-AAAA-00AL-AD1M	2017-12-18 15:13:24.399	10896
0A0A-AAAA-00AL-AD1N	2018-03-02 10:26:16.865	99310
0A0A-AAAA-00AL-AD1O	2018-02-23 14:50:34.686	119968
0A0A-AAAA-00AL-AD1P	2018-03-02 10:15:15.372	33516
0A0A-AAAA-00AL-AD1Q	2018-03-02 10:27:40.53	8627
0A0A-AAAA-00AL-AD1R	2018-03-02 10:02:44.248	32665
0A0A-AAAA-00AL-AD1S	2018-03-02 10:10:09.366	87605
0A0A-AAAA-00AL-AD1T	2017-12-18 15:16:52.17	46333
0A0A-AAAA-00AL-AD1U	2018-03-02 10:21:03.079	6776
0A0A-AAAA-00AL-AD1V	2018-02-23 15:06:11.051	22782
0A0A-AAAA-00AL-AD1W	2017-12-19 15:53:13.293	12683
0A0A-AAAA-00AL-AD1X	2018-03-02 10:23:39.477	19208
0A0A-AAAA-00AL-AD1Y	2018-02-23 14:48:20.386	12711
0A0A-AAAA-00AL-AD1Z	2018-03-02 09:48:50.093	9656
0A0A-AAAA-00AM-AD1A	2017-12-18 14:48:12.379	5693
0A0A-AAAA-00AM-AD1B	2018-03-02 10:24:10.638	6831
0A0A-AAAA-00AM-AD1C	2018-02-23 14:48:03.999	14150
0A0A-AAAA-00AM-AD1D	2017-11-16 14:54:28.471	50274
0A0A-AAAA-00AM-AD1E	2017-12-18 15:51:46.836	42324
0A0A-AAAA-00AM-AD1F	2018-03-02 10:20:12.147	106588
0A0A-AAAA-00AM-AD1G	2018-02-23 15:13:03.031	19355
0A0A-AAAA-00AM-AD1H	2018-02-23 15:21:17.196	20654
0A0A-AAAA-00AM-AD1I	2017-12-18 15:20:02.361	93730
0A0A-AAAA-00AM-AD1J	2018-02-23 15:22:58.437	10105
0A0A-AAAA-00AM-AD1K	2018-02-23 15:08:50.333	71973
0A0A-AAAA-00AM-AD1L	2017-12-18 16:24:24.406	21879
0A0A-AAAA-00AM-AD1M	2018-02-23 15:18:56.212	26394
0A0A-AAAA-00AM-AD1N	2018-03-02 10:10:46.845	5868
0A0A-AAAA-00AM-AD1O	2017-12-18 16:17:33.131	17050
0A0A-AAAA-00AM-AD1P	2018-03-02 10:14:56.205	9975
0A0A-AAAA-00AM-AD1Q	2017-12-18 14:55:45.063	221963
0A0A-AAAA-00AM-AD1R	2017-12-18 16:27:30.146	14764
0A0A-AAAA-00AM-AD1S	2017-12-18 15:24:35.436	8170
0A0A-AAAA-00AM-AD1T	2018-03-02 10:32:01.899	38344
0A0A-AAAA-00AM-AD1U	2018-01-31 15:11:32.967	85355
0A0A-AAAA-00AM-AD1V	2018-03-02 10:22:43.195	30543
0A0A-AAAA-00AM-AD1W	2018-02-23 15:14:54.802	8719
0A0A-AAAA-00AM-AD1X	2018-03-02 10:06:44.382	7731
0A0A-AAAA-00AM-AD1Y	2017-12-18 14:50:39.829	6635
0A0A-AAAA-00AM-AD1Z	2017-12-18 15:22:08.27	73855
0A0A-AAAA-00AN-AD1A	2018-02-23 14:55:52.965	12145
0A0A-AAAA-00AN-AD1B	2017-11-16 16:09:13.737	107666
0A0A-AAAA-00AN-AD1C	2018-02-23 15:01:55.625	7080
0A0A-AAAA-00AN-AD1D	2018-02-23 15:17:39.691	43793
0A0A-AAAA-00AN-AD1E	2018-03-02 10:06:39.926	15593
0A0A-AAAA-00AN-AD1F	2017-12-18 15:22:52.004	33923
0A0A-AAAA-00AN-AD1G	2018-03-01 09:48:50.121	9233
0A0A-AAAA-00AN-AD1H	2017-12-19 16:03:37.876	153750
0A0A-AAAA-00AN-AD1I	2018-03-02 11:21:47.386	22505
0A0A-AAAA-00AN-AD1J	2018-02-23 14:38:58.22	8338
0A0A-AAAA-00AN-AD1K	2018-03-02 09:59:14.069	34555
0A0A-AAAA-00AN-AD1L	2018-02-23 14:54:57.771	8551
0A0A-AAAA-00AN-AD1M	2018-03-02 10:01:50.68	9219
0A0A-AAAA-00AN-AD1N	2018-03-02 09:51:39.591	22925
0A0A-AAAA-00AN-AD1O	2018-03-02 09:52:16.146	50884
0A0A-AAAA-00AN-AD1P	2018-01-04 01:16:07.978	120633
0A0A-AAAA-00AN-AD1Q	2018-03-02 10:01:41.329	9490
0A0A-AAAA-00AN-AD1R	2018-03-02 10:01:07.301	80709
0A0A-AAAA-00AN-AD1S	2017-12-18 16:04:24.923	6726
0A0A-AAAA-00AN-AD1T	2018-02-23 14:58:24.715	70275
0A0A-AAAA-00AN-AD1U	2018-03-02 10:22:49.277	55145
0A0A-AAAA-00AN-AD1V	2018-03-02 10:00:28.828	49960
0A0A-AAAA-00AN-AD1W	2018-03-02 10:00:01.432	28677
0A0A-AAAA-00AN-AD1X	2017-12-18 15:15:45.556	85823
0A0A-AAAA-00AN-AD1Y	2018-02-23 14:40:09.423	19012
0A0A-AAAA-00AN-AD1Z	2018-02-23 14:47:06.752	32483
0A0A-AAAA-00AO-AD1A	2018-03-02 10:14:52.046	15428
0A0A-AAAA-00AO-AD1B	2018-02-23 14:54:02.6	31387
0A0A-AAAA-00AO-AD1C	2018-03-02 10:28:12.356	21919
0A0A-AAAA-00AO-AD1D	2018-03-02 09:53:07.474	17985
0A0A-AAAA-00AO-AD1E	2018-02-23 14:57:23.666	104603
0A0A-AAAA-00AO-AD1F	2018-03-02 09:58:05.82	90357
0A0A-AAAA-00AO-AD1G	2017-12-18 15:19:11.471	56663
0A0A-AAAA-00AO-AD1H	2018-02-23 16:04:53.118	16799
0A0A-AAAA-00AO-AD1I	2017-12-18 15:32:17.974	59939
0A0A-AAAA-00AO-AD1J	2018-02-23 15:01:19.102	10240
0A0A-AAAA-00AO-AD1K	2017-12-18 16:10:42.871	9075
0A0A-AAAA-00AO-AD1L	2018-02-23 15:20:14.268	19720
