0B74-0000-0333-F9DE		3	27	6	78	7.69
0B7E-0000-0308-73B4		6	60	40	203	19.7
0BA3-0000-035A-2768		3	42	33	185	17.83
0BBD-0000-0338-74EF		5	41	5	180	2.77
0BD1-0000-0339-3024		1	30	7	70	10
0C12-0000-0351-9EDF		1	14	6	36	16.66
0C32-0000-0334-EDAD		1	21	3	144	2.08
0C8F-0000-0338-11C1		1	21	13	97	13.4
0CCF-0000-030B-6C68		2	34	19	107	17.75
0CE8-0000-035D-1CD8		5	26	20	77	25.97
0CEE-0000-034C-A811		2	21	7	85	8.23
0D04-0000-0361-914D		1	14	13	29	44.82
0D18-0000-0331-2A18	Traditional	19	98	53	207	25.6
0D1F-0000-035C-611C		1	11	5	37	13.51
0D48-0000-0363-8CC0		2	14	8	17	47.05
0DA8-0000-0368-A724		1	11	6	68	8.82
0DB6-0000-033F-429F		1	15	4	42	9.52
0DCA-0000-0312-AD9B		5	40	8	160	5
0DDC-0000-0319-C3A1		2	24	7	75	9.33
0DF3-0000-032D-6360		1	21	15	49	30.61
0E23-0000-0345-3E05		1	21	6	88	6.81
0E83-0000-0330-0ECA		20	101	21	1356	1.54
0EC4-0000-035B-91F7		3	24	0	192	0
0F17-0000-0342-5DD9		2	24	3	112	2.67
0F1E-0000-0340-2001	Autoscroll	11	51	12	192	6.25
0F6B-0000-034D-DB6E		1	10	4	53	7.54
0FE8-0000-02FF-B716		2	28	25	44	56.81
0FEE-0000-0364-19AC		2	16	9	55	16.36
103B-0000-033E-70A4	Theme	17	100	28	258	10.85
1041-0000-0365-F94D		3	19	10	73	13.69
1045-0000-033F-49BA		2	22	4	272	1.47
1050-0000-0331-FABB		1	11	6	13	46.15
105C-0000-0338-778E		5	38	17	73	23.28
1082-0000-0343-B78A		1	19	4	39	10.25
10EF-0000-0341-BCCE		1	21	5	64	7.81
1110-0000-030B-D094		1	19	10	78	12.82
1171-0000-0303-C4D9		1	18	8	91	8.79
11FE-0000-0316-8BEC		8	42	28	449	6.23
120B-0000-0324-F667		2	15	6	22	27.27
1242-0000-034F-2953	Costume	73	486	73	1557	4.68
1275-0000-0357-157B		1	13	1	35	2.85
127B-0000-033A-0CA5		2	17	2	55	3.63
1283-0000-0362-2CB6		11	55	21	961	2.18
1290-0000-032B-AD32		18	160	80	941	8.5
12B9-0000-0344-156E		3	30	11	142	7.74
12DB-0000-0317-5E04	Dash	4	46	6	190	3.15
12F5-0000-034A-0706		1	12	10	27	37.03
1305-0000-0325-7780		3	26	12	45	26.66
1305-0000-0357-8E36		6	40	5	194	2.57
1308-0000-0359-B160		2	11	5	50	10
1323-0000-033E-8A6F		2	15	13	18	72.22
1330-0000-0357-08E9		6	26	3	74	4.05
133B-0000-0301-C0F6		9	65	25	327	7.64
1383-0000-0345-3914		5	39	7	162	4.32
1388-0000-0324-D798		2	37	4	99	4.04
13B8-0000-0326-4696	Traditional	64	434	42	1483	2.83
13D2-0000-0347-B5F1		8	47	22	154	14.28
13E8-0000-035C-ACEA		3	21	14	57	24.56
13F3-0000-0359-B14C		1	15	8	34	23.52
1418-0000-032E-D9CF		1	14	13	33	39.39
143C-0000-0314-6BD7		11	95	46	450	10.22
1441-0000-0344-7E8B		3	23	13	127	10.23
1457-0000-031E-137C		1	24	3	76	3.94
1462-0000-0344-E3EF	Traditional	13	32	16	50	32
14C4-0000-033A-0B30	Traditional	12	84	20	376	5.31
14CF-0000-034D-87D5		2	19	6	79	7.59
150F-0000-0339-F7A8		2	27	8	97	8.24
1519-0000-0312-530A		1	24	7	79	8.86
152D-0000-0318-6D01		3	33	17	142	11.97
1535-0000-0343-549A		2	20	8	72	11.11
154C-0000-0352-F3F0		1	16	8	65	12.3
154F-0000-033F-B3D6		2	23	23	29	79.31
1550-0000-0322-81B7		3	30	14	124	11.29
1560-0000-033A-C5DA		1	23	20	61	32.78
1582-0000-0351-C698		1	21	2	49	4.08
15A4-0000-0352-30D9		2	18	6	90	6.66
15B9-0000-0361-8E07		2	14	2	81	2.46
15BC-0000-0348-7D5F		1	16	13	64	20.31
15C0-0000-0339-C346	Traditional	24	94	62	277	22.38
1602-0000-0331-C155		1	27	22	40	55
1614-0000-032A-4AC3		3	36	18	130	13.84
1620-0000-0369-A95F		2	10	3	26	11.53
162B-0000-034A-9031		1	13	3	21	14.28
162C-0000-0301-738D		1	23	14	77	18.18
165A-0000-0306-E577		8	68	9	305	2.95
165B-0000-0313-97E8		4	57	44	181	24.3
167F-0000-030F-51D9		12	99	63	346	18.2
1685-0000-0360-353D		2	14	14	17	82.35
169B-0000-0315-062F		3	30	17	121	14.04
16B2-0000-030E-3F98		3	41	26	106	24.52
16C8-0000-033D-846C		1	15	7	63	11.11
16CB-0000-0346-7EB2		27	208	24	2010	1.19
16F1-0000-0356-368B		2	16	2	39	5.12
170F-0000-0318-603F		4	42	5	105	4.76
170F-0000-033C-8A05	Theme	6	43	3	151	1.98
1714-0000-0348-106D		4	27	12	115	10.43
173C-0000-0320-D5E9		2	28	6	184	3.26
177A-0000-0332-B59F		1	24	10	137	7.29
1782-0000-02FF-8CB7		2	47	7	125	5.6
17BB-0000-034A-6988		1	13	3	27	11.11
17E8-0000-0358-A4CE		1	16	4	71	5.63
17FB-0000-0310-B194	Traditional	10	39	11	156	7.05
1818-0000-0334-1684		8	51	26	195	13.33
181A-0000-033F-45E6	Gimmick	4	16	3	41	7.31
183E-0000-033A-D6DA		1	20	2	65	3.07
183F-0000-032B-14A5		2	30	22	110	20
1862-0000-034F-F099		1	11	2	23	8.69
1878-0000-0364-A9CA		1	12	8	62	12.9
189B-0000-035D-8475	Costume	25	70	52	126	41.26
189D-0000-0360-2CEB		1	13	6	87	6.89
18A2-0000-033D-736A	Traditional	31	213	171	903	18.93
18B4-0000-0339-5AE1		1	20	9	73	12.32
18BF-0000-0310-9651		9	85	7	907	0.77
18DA-0000-0348-B159		4	51	51	51	100
18F5-0000-0364-3963		6	37	23	136	16.91
18F7-0000-030E-462B	Traditional	3	44	7	144	4.86
18FC-0000-0336-401E	Puzzle	10	68	7	263	2.66
1976-0000-0347-5068		2	28	11	95	11.57
1993-0000-0315-841A		10	92	47	403	11.66
1999-0000-0335-302D		2	14	12	30	40
199C-0000-0329-C238		1	34	8	99	8.08
19AD-0000-0354-F2F9		2	21	13	37	35.13
19E6-0000-032F-6011		1	15	8	76	10.52
1A1F-0000-0351-CA29		1	16	2	42	4.76
1A28-0000-0305-8885		5	60	24	209	11.48
1A34-0000-031F-B26C		11	56	24	198	12.12
1A54-0000-0363-6671		3	19	16	43	37.2
1A75-0000-0357-E033		5	21	7	53	13.2
1A8F-0000-0334-145F		4	35	21	115	18.26
1A90-0000-0339-BAD5		2	16	1	78	1.28
1AA2-0000-033F-A493		2	19	17	27	62.96
1AB2-0000-030F-CF76	Theme	31	225	33	953	3.46
1AD4-0000-0314-9476		10	101	59	609	9.68
1AD9-0000-0346-B1F5		6	58	36	307	11.72
1AEA-0000-0367-B7FC		1	14	10	45	22.22
1B13-0000-035B-3755		1	16	2	95	2.1
1B26-0000-0310-75A5		10	70	22	512	4.29
1B3A-0000-035B-044A		7	30	8	158	5.06
1B3F-0000-032B-3D49	Speedrun	7	51	9	201	4.47
1B73-0000-031A-763E		4	42	35	83	42.16
1B7E-0000-0361-8EBD		5	15	4	128	3.12
1B80-0000-030A-7D07		1	21	14	51	27.45
1BC7-0000-033E-8CD1		3	32	25	54	46.29
1BD1-0000-033F-B00C		9	63	28	393	7.12
1C00-0000-0362-499C	Traditional	10	32	14	127	11.02
1C05-0000-032E-CF86		3	39	2	348	0.57
1C42-0000-0346-F533		1	15	14	33	42.42
1C54-0000-030A-7339		5	50	3	119	2.52
1C59-0000-034F-1C71		2	15	2	49	4.08
1C69-0000-035A-0E0E		4	23	23	31	74.19
1C7B-0000-0353-D47D		2	20	15	153	9.8
1C7F-0000-0368-9A27		2	21	19	57	33.33
1C82-0000-035C-AEE5		1	14	12	49	24.48
1C87-0000-030B-5198		3	43	5	133	3.75
1C8C-0000-0321-DCA8		24	86	32	531	6.02
1C8D-0000-0342-E711		1	29	27	33	81.81
1C92-0000-02FF-0A54	Puzzle	11	131	7	1170	0.59
1C95-0000-034D-8212	Theme	51	351	50	2396	2.08
1C96-0000-030E-B45F		5	42	32	108	29.62
1C9B-0000-030C-21DA		3	35	35	48	72.91
1CAD-0000-0355-9649		1	17	3	62	4.83
1CB2-0000-0345-1FC2	Gimmick	9	44	10	229	4.36
1CE3-0000-0307-7779		2	44	40	49	81.63
1D14-0000-0357-227B		16	56	15	355	4.22
1D7C-0000-0304-3E6F	Traditional	28	166	98	662	14.8
1D7E-0000-034A-F747		3	23	10	89	11.23
1D97-0000-034B-9E08		1	18	4	73	5.47
1DE2-0000-034B-CE23		9	44	26	164	15.85
1DF9-0000-0338-AC98		1	23	23	34	67.64
1E33-0000-033B-4CA9		15	95	47	302	15.56
1E89-0000-031E-1362		1	21	10	89	11.23
1E8D-0000-0348-B91C		2	32	28	89	31.46
1EC9-0000-0310-0A63		2	21	15	47	31.91
1ED4-0000-035A-BC99	Traditional	7	32	9	125	7.2
1F1A-0000-0344-7991		2	16	14	25	56
1F26-0000-0323-CDDA		1	21	7	55	12.72
1F51-0000-0327-C09F		1	30	1	190	0.52
1F55-0000-0327-7DEB		3	26	2	200	1
1F5C-0000-0356-5076		3	29	13	80	16.25
1F8A-0000-0351-53E0		5	27	6	111	5.4
1F99-0000-0359-6BB5	Traditional	3	37	15	110	13.63
1FA7-0000-0367-F3BC	Traditional	4	14	14	14	100
1FB4-0000-0339-E34F		2	17	7	38	18.42
1FD4-0000-030A-5B35	Dash	14	120	7	1133	0.61
1FF6-0000-0305-782C		2	42	2	144	1.38
2016-0000-0343-B059		5	36	15	151	9.93
2025-0000-0300-3E55		10	52	18	127	14.17
2029-0000-0311-1A26		1	29	27	91	29.67
2055-0000-035D-8B3F		4	17	10	121	8.26
208F-0000-0327-E5B6		10	88	43	452	9.51
2093-0000-0333-AB8D		2	30	14	257	5.44
2094-0000-0305-EBF9		2	35	23	70	32.85
2097-0000-0331-2A21	Traditional	8	38	12	140	8.57
20A6-0000-0331-AF30		2	30	20	90	22.22
20BD-0000-0305-0BD8		2	37	4	99	4.04
20D0-0000-0351-ED13		5	29	25	46	54.34
20D1-0000-030F-BD60		1	15	2	41	4.87
20D6-0000-033A-02C7	Theme	80	579	78	4261	1.83
20F6-0000-0306-BB27	Yoshi	2	96	92	343	26.82
2110-0000-0324-D79F		1	36	5	116	4.31
211F-0000-0337-8FB0	Theme	18	82	12	658	1.82
2134-0000-030D-3057		3	31	5	90	5.55
2142-0000-032B-A984	Gimmick	19	107	25	1980	1.26
2169-0000-0327-3678		1	17	10	36	27.77
217C-0000-0308-E7C4		1	17	16	19	84.21
217D-0000-0332-318D		1	16	10	30	33.33
217D-0000-0351-4EC8		11	83	55	503	10.93
218D-0000-033E-8A94		1	12	10	16	62.5
21A3-0000-0365-88A8		1	11	2	52	3.84
21BC-0000-0331-1B6A		2	31	11	115	9.56
21C7-0000-0315-0DA9		1	17	10	55	18.18
220F-0000-0317-BB3B		3	35	8	203	3.94
2230-0000-0359-C751		3	19	7	87	8.04
2239-0000-033C-3C55		2	22	2	61	3.27
223D-0000-034A-C620		2	20	5	67	7.46
2242-0000-0343-C4B7	Puzzle	3	19	2	71	2.81
224B-0000-0324-9FBB		4	36	24	83	28.91
2258-0000-0301-0B14		2	44	34	93	36.55
225D-0000-036B-4C2D		5	19	16	43	37.2
229E-0000-031C-CB52		1	13	10	22	45.45
22BF-0000-030A-85C0		3	25	21	29	72.41
22EC-0000-0359-C339		1	16	5	72	6.94
22F3-0000-036E-11DA		3	25	25	49	51.02
233E-0000-030C-2F19		2	40	3	94	3.19
2369-0000-0320-E8B8		11	46	7	148	4.72
2389-0000-0329-81E4		1	23	16	63	25.39
2397-0000-034F-A427		1	12	1	106	0.94
23A5-0000-0301-0B1B		1	22	16	32	50
23AA-0000-034C-7255	Traditional	35	234	22	1662	1.32
23AC-0000-0333-9A2C		2	23	23	31	74.19
23B1-0000-0340-26A2		4	32	16	197	8.12
23C4-0000-0342-D9B2		15	69	54	125	43.2
2402-0000-0315-B733	Traditional	60	405	27	1588	1.7
2441-0000-0361-8E86		2	12	2	50	4
244C-0000-035D-0F1E		9	37	8	305	2.62
2454-0000-0347-C679		1	23	8	75	10.66
245C-0000-032D-4A05		1	14	3	37	8.1
247B-0000-0337-8009		2	24	10	121	8.26
247B-0000-0360-6DF8		1	14	14	17	82.35
2499-0000-0345-BC80		4	26	7	82	8.53
24A1-0000-0305-6948	Speedrun	18	130	61	1011	6.03
24D0-0000-0366-1BA8		1	14	9	42	21.42
24F5-0000-035E-8095		1	11	8	61	13.11
2508-0000-0324-F527		2	21	16	36	44.44
2523-0000-0360-15F1		3	17	12	132	9.09
2526-0000-0313-1125		1	30	26	36	72.22
2540-0000-0311-37B1		7	53	8	305	2.62
2583-0000-030D-7C0A	Traditional	8	41	11	116	9.48
258A-0000-0322-6D7D		11	94	13	492	2.64
258B-0000-0327-E604		4	51	10	142	7.04
2590-0000-0362-AD89		1	12	3	64	4.68
25BC-0000-0313-FD98		1	17	9	54	16.66
25CB-0000-0330-1EEA		3	32	11	189	5.82
25E1-0000-030C-25D4		14	47	44	60	73.33
2605-0000-035B-7411		2	15	14	16	87.5
261C-0000-0353-1142		2	19	16	53	30.18
261E-0000-0349-8280		1	17	17	17	100
2627-0000-031F-AA97		1	18	7	34	20.58
262C-0000-033A-D2BA		2	26	12	86	13.95
2655-0000-033E-64D9		11	109	91	382	23.82
2665-0000-0359-C649		1	14	13	23	56.52
2672-0000-035B-003A		1	12	4	48	8.33
2685-0000-034C-0F0F		3	26	15	109	13.76
2699-0000-0305-12E2		2	25	22	33	66.66
26B3-0000-0326-96DC		6	68	51	178	28.65
26B6-0000-0319-B2AA		1	26	1	184	0.54
26D8-0000-0331-21CB		8	54	46	98	46.93
26D9-0000-032F-CC60	Speedrun	36	306	24	5268	0.45
2718-0000-0330-CD13		1	14	4	82	4.87
272B-0000-030C-7C11		1	41	2	75	2.66
276C-0000-035B-3587		2	13	13	18	72.22
2798-0000-035A-4545		2	20	10	59	16.94
27A5-0000-033A-B03E		3	21	19	30	63.33
27B1-0000-0342-2041		1	15	15	16	93.75
27C2-0000-035C-E5DB		2	18	14	41	34.14
282F-0000-031E-C567		1	14	3	76	3.94
283A-0000-0320-6258		10	77	70	306	22.87
2879-0000-0334-AC1E		5	28	28	28	100
2884-0000-0311-BC97	Speedrun	17	102	5	2843	0.17
2887-0000-0347-5311		1	11	5	19	26.31
2890-0000-032C-D344		9	83	58	312	18.58
289F-0000-0328-FE29		1	31	2	104	1.92
28C5-0000-036B-B87C	Remix	7	21	11	79	13.92
28C8-0000-035D-8CCD		3	24	8	150	5.33
28CA-0000-0338-D798		4	28	8	93	8.6
28CC-0000-035D-FD92		1	14	3	58	5.17
28D0-0000-0328-43EF		2	35	16	66	24.24
28E1-0000-0363-FAD1		7	23	12	89	13.48
28E2-0000-0339-BCC2		4	29	24	38	63.15
28F9-0000-0365-B49F		1	10	9	47	19.14
292A-0000-0352-1626		1	13	9	63	14.28
297A-0000-0357-7B07	Speedrun	7	49	13	513	2.53
2991-0000-032C-93B1		3	38	11	142	7.74
29A2-0000-035A-1CA8		4	33	17	105	16.19
29A6-0000-0368-4CE1		3	18	12	57	21.05
2A0E-0000-0321-2F41		1	28	5	89	5.61
2A13-0000-0310-6CCF	Gimmick	24	92	30	224	13.39
2A2C-0000-0363-B6A2		1	11	6	28	21.42
2A44-0000-035A-A50A		1	12	1	87	1.14
2A4F-0000-0302-7F7E		6	58	58	60	96.66
2A74-0000-0314-163E		2	25	12	64	18.75
2A93-0000-0314-710D		6	44	35	78	44.87
2AA8-0000-0333-FC02		6	53	18	176	10.22
2AF3-0000-0342-7E8E		2	24	9	134	6.71
2B00-0000-033A-0EFC		6	37	10	132	7.57
2B16-0000-0357-98D3	Theme	3	20	16	33	48.48
2B43-0000-0351-E2BE		1	19	5	74	6.75
2B4C-0000-0307-BB57		2	32	4	78	5.12
2B55-0000-0306-810D		5	46	45	50	90
2B57-0000-0308-38F8	Speedrun	17	129	75	262	28.62
2B65-0000-02FF-BC1E		1	25	14	149	9.39
2B76-0000-031F-9DD0		7	58	3	723	0.41
2B80-0000-0330-719A		1	14	9	29	31.03
2BAA-0000-0336-4771		3	26	18	54	33.33
2BD0-0000-0324-ED09		1	11	2	37	5.4
2BD1-0000-0316-B12B		3	34	21	116	18.1
2BDA-0000-0300-267A	Theme	8	51	5	237	2.1
2BEB-0000-034B-4520		1	14	2	65	3.07
2BFB-0000-0306-95D2		6	47	38	69	55.07
2C14-0000-0311-99E5		6	46	18	153	11.76
2C18-0000-030D-86B0	Traditional	9	54	7	250	2.8
2C1D-0000-0358-B38D		2	23	8	94	8.51
2C24-0000-034A-D2F1		2	19	4	52	7.69
2C2C-0000-0335-D87A		2	27	7	135	5.18
2C6A-0000-033E-62F5		13	60	32	160	20
2C6F-0000-0356-F862		2	22	4	55	7.27
2C80-0000-0302-B127		2	30	8	193	4.14
2C8D-0000-0324-23CB		2	33	30	49	61.22
2C93-0000-032F-447F		1	27	3	69	4.34
2C9A-0000-0328-FFDF		1	16	11	27	40.74
2C9E-0000-030E-E5E3		5	37	17	188	9.04
2CC7-0000-0335-D401	Remix	21	89	34	353	9.63
2CC9-0000-0334-541B		2	30	24	82	29.26
2CCD-0000-032D-1CD0	Traditional	20	95	16	697	2.29
2CD7-0000-035D-8C4D		3	16	14	29	48.27
2CDF-0000-032E-3616		1	12	12	12	100
2CDF-0000-0356-E1CE		1	22	1	135	0.74
2CFA-0000-0343-DC34		1	15	1	32	3.12
2D07-0000-0365-F9B2		1	13	3	100	3
2D15-0000-0349-81D9		1	14	11	19	57.89
2D33-0000-0308-F41D	Gimmick	6	43	30	78	38.46
2D4B-0000-0324-4566	Traditional	6	49	10	180	5.55
2D8E-0000-030D-FE0B		1	11	1	31	3.22
2D96-0000-0339-E698	Theme	10	55	6	158	3.79
2DBF-0000-0301-EB09		1	19	14	42	33.33
2DC5-0000-0329-1C9C		1	20	13	29	44.82
2DD8-0000-0331-76AC		2	23	13	84	15.47
2DDB-0000-0305-61C6		2	19	5	45	11.11
2E05-0000-0359-5962		5	27	8	255	3.13
2E07-0000-0309-0E91	Traditional	34	210	63	666	9.45
2E07-0000-034B-D53A		1	23	7	61	11.47
2E26-0000-0321-C1F0		4	53	21	295	7.11
2E6C-0000-035B-7941		1	16	15	52	28.84
2EBB-0000-0311-B534		2	22	3	166	1.8
2EDA-0000-0311-059B		9	93	72	281	25.62
2EE8-0000-0352-1756		1	16	12	63	19.04
2EE9-0000-0302-C32B		2	24	7	47	14.89
2F00-0000-0309-B786		10	44	18	377	4.77
2F14-0000-0323-7FC4		3	21	15	62	24.19
2F1F-0000-0316-1A21	Theme	13	79	15	528	2.84
2F3B-0000-034A-71EC		1	11	9	13	69.23
2F41-0000-0361-6D32		15	34	21	77	27.27
2F7C-0000-0336-EA62	Traditional	19	82	45	374	12.03
2F8F-0000-0348-0690		1	14	12	19	63.15
2F91-0000-0347-408C		2	21	3	51	5.88
2F9A-0000-0346-D854		4	49	32	123	26.01
2FF2-0000-034B-AA46		1	15	6	36	16.66
3038-0000-0341-69E4		1	19	2	138	1.44
307F-0000-0349-688C		2	15	5	66	7.57
3089-0000-0357-71E7	Speedrun	15	43	32	58	55.17
308A-0000-033D-6101		2	11	9	13	69.23
30C0-0000-0365-1A75		1	17	10	115	8.69
30C6-0000-0312-529D		2	28	15	135	11.11
30E1-0000-0339-E259		1	14	9	46	19.56
30E1-0000-035B-EA6A		4	30	5	107	4.67
3137-0000-0330-25B5		1	14	5	52	9.61
316E-0000-0343-7E62		3	22	9	116	7.75
3174-0000-033E-A428		2	28	20	106	18.86
318C-0000-0300-1CBD		4	56	55	151	36.42
318F-0000-0331-B702		1	18	5	41	12.19
3195-0000-0342-2007	Puzzle	5	22	5	61	8.19
31B2-0000-032D-53E5		3	33	13	151	8.6
31E1-0000-0308-F0B3	Traditional	36	265	62	1009	6.14
3277-0000-0338-C138		6	44	13	396	3.28
3278-0000-0327-AFCF		8	60	54	129	41.86
327B-0000-032E-205E		1	12	12	14	85.71
32B4-0000-034D-0D63		16	98	67	358	18.71
32F3-0000-032D-9E06		1	21	7	72	9.72
32F8-0000-034C-FBEE		2	17	13	51	25.49
32FB-0000-0312-558F		10	103	75	368	20.38
335B-0000-033E-0633		1	18	7	46	15.21
3365-0000-032D-5C03		2	29	2	70	2.85
3380-0000-035A-1CAC		1	13	1	39	2.56
3386-0000-0356-FC3E		1	12	8	30	26.66
33B3-0000-0308-A8A8		1	26	2	92	2.17
3444-0000-0367-61FE		6	19	14	49	28.57
3447-0000-0345-1A59		1	20	1	205	0.48
344C-0000-031B-E2D1		2	31	7	104	6.73
344C-0000-032A-2BF6		6	47	24	169	14.2
345E-0000-0327-1EF4		2	21	19	59	32.2
3461-0000-0347-94B4		1	13	13	23	56.52
3467-0000-0326-DB6C		1	16	16	16	100
34A1-0000-0328-8CBB		1	19	10	38	26.31
34ED-0000-0323-33C2		2	23	1	136	0.73
3506-0000-0336-EDB5		6	37	3	597	0.5
3510-0000-0347-949D		2	16	8	26	30.76
353F-0000-0311-2646		7	68	43	192	22.39
3541-0000-0351-E48A		2	19	18	26	69.23
3576-0000-032C-DE8B		3	25	8	90	8.88
357C-0000-0321-A85A		7	36	5	173	2.89
35BE-0000-030A-8A95		2	27	2	238	0.84
35C2-0000-0335-B715		1	16	7	32	21.87
35F1-0000-0332-22DB		4	39	31	97	31.95
35F9-0000-033A-D0F1		1	13	13	14	92.85
35FE-0000-0323-E15C		3	30	25	45	55.55
35FE-0000-0359-117B	Music	127	901	144	11628	1.23
3608-0000-0320-19DD		6	39	1	255	0.39
3612-0000-035A-B59B	Speedrun	1	19	4	348	1.14
3638-0000-0331-7376		6	50	35	127	27.55
366C-0000-0341-A234		1	17	5	120	4.16
3671-0000-0338-4176		16	77	7	1124	0.62
3672-0000-033F-0CD5		6	76	58	149	38.92
3695-0000-0338-6A8F		4	31	16	160	10
3697-0000-0360-B509		5	24	9	109	8.25
36AB-0000-034D-7F08		3	32	32	37	86.48
36BB-0000-0343-1064		3	32	26	97	26.8
36CE-0000-0327-C964		2	18	18	21	85.71
36F6-0000-0331-20C5		2	20	1	125	0.8
3700-0000-0331-7641		2	29	24	46	52.17
370A-0000-0345-106A	Theme	15	62	13	200	6.5
3716-0000-0325-77E0		1	16	2	25	8
3732-0000-0307-FC94		10	73	18	217	8.29
3733-0000-0347-4DB3		5	49	24	134	17.91
374A-0000-0312-4816		2	34	29	75	38.66
374D-0000-0308-18F0		2	32	0	111	0
3762-0000-0336-51A7		2	21	8	121	6.61
3778-0000-0311-E5D0		19	173	17	751	2.26
377D-0000-0337-1B80	Speedrun	6	43	1	1011	0.09
378A-0000-0332-04B0		2	19	11	27	40.74
37B3-0000-0368-D5A8	Remix	20	39	24	111	21.62
3818-0000-0357-FE59		12	43	10	172	5.81
381A-0000-035F-5308		3	18	1	144	0.69
3877-0000-0344-8722		2	15	2	108	1.85
388C-0000-032F-5075		2	27	8	93	8.6
38AE-0000-036A-295D	Remix	10	28	9	142	6.33
38D5-0000-035F-5B96		2	17	6	82	7.31
38F8-0000-0347-55DE		1	19	7	55	12.72
390A-0000-0316-7976	Speedrun	69	471	59	6526	0.9
390C-0000-0334-8F0A		1	17	6	58	10.34
391D-0000-0345-2811		1	23	8	78	10.25
3944-0000-0302-97FD		2	33	22	131	16.79
3971-0000-035E-505E		1	16	9	52	17.3
3973-0000-0310-6CDB	Dash	22	169	5	5611	0.08
3990-0000-0335-A0EC		28	267	112	1040	10.76
399D-0000-0321-4204		12	82	7	293	2.38
39D3-0000-033A-D5DC		4	32	5	385	1.29
39E2-0000-0358-C138	Traditional	11	35	13	127	10.23
3A35-0000-032E-D98F		2	28	5	62	8.06
3A3F-0000-034E-46B3		1	16	2	97	2.06
3A5F-0000-032E-2407		3	22	21	42	50
3A6D-0000-0354-F24F		3	22	8	115	6.95
3AD2-0000-031B-0B3C		10	65	11	629	1.74
3AEB-0000-0302-ACC3	Traditional	9	53	8	172	4.65
3AF9-0000-035B-7BE0		1	12	12	20	60
3AFB-0000-0310-2F9B		1	30	4	81	4.93
3B15-0000-0349-1557		5	64	49	122	40.16
3B46-0000-032F-4D82		4	26	3	155	1.93
3B5E-0000-0353-0D11		5	24	6	92	6.52
3B65-0000-032F-C126	Traditional	63	427	58	3052	1.9
3B67-0000-035A-77ED		1	15	9	39	23.07
3B90-0000-0342-1F9B		1	18	18	18	100
3B96-0000-033B-6297		4	35	28	58	48.27
3B9F-0000-032E-8C94		3	11	11	18	61.11
3BAA-0000-0361-8689		8	24	24	24	100
3BB3-0000-030C-7F3D	Puzzle	2	48	4	124	3.22
3BBB-0000-0358-4A84		1	13	3	28	10.71
3BC6-0000-035E-4998		4	30	20	108	18.51
3BD7-0000-0365-0A2A		1	11	6	64	9.37
3C0E-0000-0349-2D62	Puzzle	6	32	1	123	0.81
3C0E-0000-034B-714E	Traditional	10	35	14	169	8.28
3C3E-0000-034C-90CC		1	15	1	37	2.7
