user0008053	184F-0000-030E-BF96
user0008054	BD34-0000-034B-B0A5
user0008055	BD34-0000-035F-9694
user0008056	EC7F-0000-033B-34A7
user0008057	1854-0000-035C-5837
user0008058	8DD5-0000-0349-7C6C
user0008059	A599-0000-0314-0F8B
user0008060	BD36-0000-0321-B05E
user0008061	EC80-0000-0306-C53E
user0008062	1855-0000-035F-80B2
user0008063	8DDA-0000-030B-5AA7
user0008064	A59C-0000-0303-ABBD
user0008065	4800-0000-0321-5145
user0008066	5F68-0000-0308-3197
user0008067	EC80-0000-0355-724D
user0008068	30A9-0000-0327-442B
user0008069	1856-0000-0307-AC13
user0008070	BD39-0000-034C-91B6
user0008071	8DDE-0000-0344-7E7C
user0008072	4805-0000-0357-644B
user0008073	A59E-0000-0327-BFE7
user0008074	5F6B-0000-0350-36DB
user0008075	D512-0000-031D-16A8
user0008076	7614-0000-033C-3E9A
user0008077	30AC-0000-030B-BC9E
user0008078	BD3A-0000-0328-5786
user0008079	8DE0-0000-033F-681C
user0008080	EC81-0000-0324-83D3
user0008081	1859-0000-0311-F6F0
user0008082	7614-0000-0349-4410
user0008083	D512-0000-0346-943B
user0008084	EC81-0000-034C-8B72
user0008085	EC83-0000-0310-E47F
user0008086	EC84-0000-0347-50C0
user0008087	EC85-0000-034B-A3DA
user0008088	EC85-0000-0358-C0BD
user0008089	A5A7-0000-033D-944C
user0008090	A5AA-0000-031A-74A9
user0008091	A5AD-0000-0356-1EA8
user0008092	A5AE-0000-0335-DCC5
user0008093	A5AF-0000-0305-8A75
user0008094	4807-0000-030D-6875
user0008095	480D-0000-031B-BA7E
user0008096	480E-0000-0362-AE7F
user0008097	4813-0000-0312-A462
user0008098	4813-0000-035E-D23B
user0008099	4815-0000-0350-74C3
user0008100	4816-0000-033C-5782
user0008101	8DE3-0000-0322-7556
user0008102	8DE4-0000-030F-A7B1
user0008103	8DE5-0000-0361-CA9D
user0008104	8DEB-0000-0321-95CD
user0008105	30AF-0000-0331-776D
user0008106	30AF-0000-033D-5B9E
user0008107	30B1-0000-0349-7048
user0008108	30B1-0000-0350-D86E
user0008109	30B4-0000-0346-3171
user0008110	30B7-0000-034D-72F2
user0008111	30B7-0000-0363-16E2
user0008112	30BA-0000-032A-20C9
user0008113	30BB-0000-0326-9832
user0008114	30C5-0000-035D-893F
user0008115	30C6-0000-035D-5B06
user0008116	30C9-0000-0310-ED7C
user0008117	30C9-0000-0339-502F
user0008118	30CA-0000-0341-54E5
user0008119	30CD-0000-0321-2F3D
user0008120	30CD-0000-0341-096A
user0008121	BD3D-0000-0357-0C57
user0008122	BD3E-0000-033C-4B99
user0008123	BD41-0000-0329-1D50
user0008124	BD42-0000-0357-24A6
user0008125	BD42-0000-0365-BCF7
user0008126	BD43-0000-0313-96B4
user0008127	5F6C-0000-0317-D78D
user0008128	5F6D-0000-0350-86F1
user0008129	5F6E-0000-0311-25F1
user0008130	5F6F-0000-0313-69BF
user0008131	5F70-0000-0321-BCC9
user0008132	5F70-0000-0351-C1D9
user0008133	5F71-0000-0339-FF3E
user0008134	5F74-0000-0345-AF55
user0008135	7615-0000-034D-792D
user0008136	7619-0000-0338-B828
user0008137	761A-0000-0333-0338
user0008138	761B-0000-0346-9518
user0008139	761E-0000-032C-1691
user0008140	761F-0000-034B-B271
user0008141	7620-0000-0336-B329
user0008142	7621-0000-031A-EBC8
user0008143	D514-0000-035E-6A66
user0008144	D51A-0000-030C-DABC
user0008145	D51F-0000-02FE-F742
user0008146	D51F-0000-0305-078B
user0008147	D525-0000-0318-7AFF
user0008148	D525-0000-036A-1614
user0008149	D526-0000-031D-8A11
user0008150	D527-0000-0350-1B9C
user0008151	1862-0000-0335-B0E9
user0008152	1864-0000-0345-2BF0
user0008153	186A-0000-0319-8A87
user0008154	8DEE-0000-0327-D54F
user0008155	186B-0000-031F-7C2C
user0008156	EC8A-0000-034C-920B
user0008157	A5B0-0000-0322-3DB3
user0008158	8DF3-0000-0347-CA0B
user0008159	186D-0000-0338-C044
user0008160	EC8B-0000-0365-6A06
user0008161	A5B1-0000-031B-B854
user0008162	8DF6-0000-031F-0107
user0008163	BD44-0000-0338-CBE6
user0008164	A5B5-0000-0331-0F2E
user0008165	EC8D-0000-0323-84F8
user0008166	186F-0000-034F-0B30
user0008167	BD45-0000-0357-6AA1
user0008168	A5B5-0000-0358-A3B2
user0008169	EC8D-0000-0344-32EB
user0008170	4818-0000-0306-C2E3
user0008171	8DF8-0000-033A-C018
user0008172	1873-0000-0360-AABA
user0008173	7623-0000-030C-38F5
user0008174	D52B-0000-0301-CB54
user0008175	BD46-0000-0319-B52B
user0008176	4819-0000-0356-FEA1
user0008177	A5B9-0000-02FF-B14F
user0008178	1875-0000-0358-0640
user0008179	8DF9-0000-0347-C6C7
user0008180	7623-0000-034B-A1D7
user0008181	EC8E-0000-030E-0DD4
user0008182	D52C-0000-035F-7B11
user0008183	5F75-0000-0349-A440
user0008184	481C-0000-0331-FC73
user0008185	BD4C-0000-0329-0B8B
user0008186	A5BC-0000-032F-066A
user0008187	A5BD-0000-0341-5397
user0008188	A5BE-0000-0353-AB3E
user0008189	A5C1-0000-033B-91AB
user0008190	A5C3-0000-034C-9504
user0008191	1878-0000-0350-54FA
user0008192	1879-0000-032B-B6F9
user0008193	187D-0000-033E-FC30
user0008194	8DFA-0000-0357-9191
user0008195	8DFF-0000-0347-C617
user0008196	8E00-0000-0334-162D
user0008197	8E00-0000-035E-7884
user0008198	8E03-0000-0301-DD48
user0008199	7627-0000-0355-DB22
user0008200	7628-0000-0364-E829
user0008201	7629-0000-0322-6832
user0008202	762B-0000-033D-71C8
user0008203	762F-0000-0346-4F51
user0008204	7633-0000-034F-FC24
user0008205	7634-0000-030E-A71B
user0008206	EC90-0000-0351-B5F6
user0008207	EC91-0000-0310-AC7A
user0008208	EC93-0000-0327-B43C
user0008209	EC94-0000-0316-9B98
user0008210	EC94-0000-0321-9127
user0008211	D533-0000-033C-818D
user0008212	D537-0000-0330-AF24
user0008213	D53A-0000-032C-5416
user0008214	D53A-0000-0353-B754
user0008215	D53B-0000-0352-4F85
user0008216	D53C-0000-033C-C88A
user0008217	D53D-0000-0321-DF94
user0008218	D53D-0000-0330-85C2
user0008219	4820-0000-0349-E977
user0008220	4824-0000-033A-0413
user0008221	4826-0000-0311-D31A
user0008222	4827-0000-0306-3E75
user0008223	4829-0000-032C-3F63
user0008224	482A-0000-0315-130A
user0008225	482D-0000-033E-8CDB
user0008226	5F76-0000-0345-3B30
user0008227	5F79-0000-030F-6042
user0008228	5F7A-0000-030E-0DEB
user0008229	5F7A-0000-032C-2C9D
user0008230	5F7A-0000-0333-1F14
user0008231	5F7B-0000-0323-6C24
user0008232	5F7D-0000-0346-848B
user0008233	5F80-0000-0331-BE98
user0008234	5F83-0000-033C-56C3
user0008235	BD4D-0000-0330-B01D
user0008236	BD4D-0000-0346-A3D1
user0008237	187E-0000-0331-3619
user0008238	BD4E-0000-030D-EFF4
user0008239	BD53-0000-033F-5FE1
user0008240	1881-0000-0318-99A3
user0008241	BD55-0000-0356-621F
user0008242	1882-0000-0346-52EA
user0008243	A5C4-0000-0323-0713
user0008244	EC96-0000-0344-3663
user0008245	BD56-0000-0306-C377
user0008246	8E04-0000-0325-8E99
user0008247	1883-0000-0323-799B
user0008248	A5C6-0000-0315-A65A
user0008249	EC97-0000-0341-561F
user0008250	8E07-0000-035F-5832
user0008251	1885-0000-0333-05A2
user0008252	EC9C-0000-033B-6697
user0008253	BD56-0000-0334-A5E2
user0008254	A5C7-0000-030F-812E
user0008255	1889-0000-0320-E4C0
user0008256	8E0F-0000-0343-ABA5
user0008257	EC9D-0000-0311-9FFA
user0008258	BD56-0000-033F-C5CA
user0008259	A5C7-0000-0342-DF25
user0008260	1889-0000-0364-88CD
user0008261	8E11-0000-02FF-8394
user0008262	EC9D-0000-0324-7A23
user0008263	BD58-0000-032C-D108
user0008264	188C-0000-0353-9F0B
user0008265	A5CB-0000-0324-84EB
user0008266	8E18-0000-034E-9EE3
user0008267	EC9E-0000-0333-60F3
user0008268	A5D0-0000-030F-B6F7
user0008269	BD58-0000-0330-462E
user0008270	1892-0000-0315-D954
user0008271	006E-0000-0300-2EEB
user0008272	482E-0000-031A-49B2
user0008273	30CE-0000-033C-D356
user0008274	7635-0000-033A-DF8E
user0008275	006E-0000-0352-B1EB
user0008276	4834-0000-0301-2559
user0008277	30CF-0000-0340-27BC
user0008278	D53E-0000-034E-060C
user0008279	7636-0000-0354-0D43
user0008280	0070-0000-0315-1895
user0008281	5F86-0000-033A-BD1C
user0008282	4834-0000-0327-745D
user0008283	30D0-0000-0333-A169
user0008284	7637-0000-033A-B8D4
user0008285	0071-0000-0341-7678
user0008286	D543-0000-0319-9E0A
user0008287	4836-0000-0309-6182
user0008288	5F87-0000-0309-E734
user0008289	7639-0000-031D-EBD8
user0008290	30D1-0000-035B-42B4
user0008291	4837-0000-034D-F85D
user0008292	0072-0000-0324-F521
user0008293	D543-0000-0331-B527
user0008294	763A-0000-0350-E30F
user0008295	30D9-0000-0325-7BF5
user0008296	0075-0000-031B-2CB1
user0008297	5F88-0000-0320-68B0
user0008298	D543-0000-0369-490F
user0008299	4838-0000-0333-5D9C
user0008300	30DA-0000-0325-7D0C
user0008301	763B-0000-033D-C11A
user0008302	0076-0000-0300-17C7
user0008303	5F88-0000-0335-CAFA
user0008304	D549-0000-0363-0F2C
user0008305	483A-0000-031D-8B79
user0008306	EC9E-0000-034D-FA58
user0008307	EC9F-0000-034E-9C0D
user0008308	ECA3-0000-032C-D1B1
user0008309	ECA3-0000-0356-F5FD
user0008310	8E1A-0000-034C-FDDA
user0008311	8E1B-0000-0332-0093
user0008312	8E25-0000-0326-E726
user0008313	8E26-0000-035D-FD44
user0008314	A5D1-0000-032C-E52E
user0008315	A5D4-0000-0355-032B
user0008316	A5D7-0000-0355-5D4F
user0008317	A5DA-0000-0342-17A1
user0008318	BD59-0000-034D-8222
user0008319	BD5D-0000-035E-F073
user0008320	BD61-0000-0345-F63A
user0008321	BD62-0000-0334-1D9E
user0008322	BD63-0000-0335-A7A9
user0008323	BD63-0000-0338-0C18
user0008324	1892-0000-0360-3F04
user0008325	1894-0000-035B-38A7
user0008326	1895-0000-035A-E105
user0008327	1897-0000-0353-C924
user0008328	ECA3-0000-0368-6899
user0008329	189B-0000-0324-42E3
user0008330	ECA9-0000-0330-0A68
user0008331	189D-0000-033E-FC73
user0008332	ECAD-0000-0330-26ED
user0008333	ECAE-0000-031B-8085
user0008334	189D-0000-0342-7DB3
user0008335	ECAE-0000-035B-B91B
user0008336	189D-0000-0345-9D60
user0008337	ECB3-0000-033D-794B
user0008338	189F-0000-0357-EC96
user0008339	ECB3-0000-035B-114C
user0008340	18A0-0000-030F-2D4B
user0008341	ECB4-0000-0347-A625
user0008342	18A2-0000-02FF-F2BA
user0008343	ECB5-0000-0360-9BC9
user0008344	ECB7-0000-0351-121A
user0008345	30DD-0000-033C-0190
user0008346	30DF-0000-0311-BFD7
user0008347	30DF-0000-0340-45C2
user0008348	30DF-0000-0353-626D
user0008349	5F88-0000-0356-9E1E
user0008350	5F8B-0000-0367-B4C8
user0008351	5F8C-0000-030A-9C7B
user0008352	5F8E-0000-02FF-B0FA
user0008353	5F8E-0000-02FF-CACD
user0008354	5F92-0000-030A-5DD9
user0008355	0076-0000-030E-F661
user0008356	0076-0000-0358-8CAA
user0008357	0078-0000-033E-A771
user0008358	007B-0000-034D-D566
user0008359	007C-0000-032C-8DC0
user0008360	0082-0000-030D-7141
user0008361	0082-0000-0310-EFD1
user0008362	0082-0000-031E-5BF2
user0008363	0082-0000-0323-EB30
user0008364	0083-0000-0353-6316
user0008365	0085-0000-0311-DEB4
user0008366	0086-0000-0335-8D60
user0008367	0087-0000-0355-F573
user0008368	008B-0000-033C-B015
user0008369	008F-0000-0330-33F4
user0008370	0092-0000-0342-B7DA
user0008371	0095-0000-0345-D76A
user0008372	0095-0000-035E-DD87
user0008373	763C-0000-0341-974C
user0008374	763F-0000-0356-7C8D
user0008375	7647-0000-02FF-D7A5
user0008376	7647-0000-0355-E516
user0008377	7648-0000-0348-9B15
user0008378	764C-0000-0336-412C
user0008379	764D-0000-0331-6AFD
user0008380	764D-0000-0367-39EB
user0008381	7650-0000-034E-37CF
user0008382	7654-0000-0302-BA1C
user0008383	7654-0000-031A-6D74
user0008384	765B-0000-032C-289E
user0008385	765B-0000-033A-DE42
user0008386	7665-0000-0344-6308
user0008387	7666-0000-0348-A85E
user0008388	D54A-0000-033D-7D99
user0008389	A5DB-0000-032B-63C3
user0008390	8E2C-0000-0365-7831
user0008391	D54A-0000-0349-94E1
user0008392	A5E2-0000-0333-BE86
user0008393	D54A-0000-0351-359F
user0008394	A5E4-0000-035B-3CA4
user0008395	8E32-0000-0310-3898
user0008396	D54B-0000-030E-ED14
user0008397	A5E8-0000-0367-B42E
user0008398	8E33-0000-0348-EA04
user0008399	A5ED-0000-0357-F39F
user0008400	8E34-0000-0341-F07B
user0008401	8E38-0000-035B-E44E
user0008402	A5F1-0000-0330-B0A4
user0008403	A5F1-0000-0346-046A
user0008404	8E3B-0000-0306-2E97
user0008405	A5F1-0000-0353-F6B8
user0008406	8E3B-0000-033F-C07B
user0008407	8E3E-0000-0347-9B7B
user0008408	A5F2-0000-0307-9792
user0008409	8E42-0000-0305-307A
user0008410	A5F2-0000-0347-C83A
user0008411	4841-0000-0325-0F55
user0008412	4842-0000-0315-DDAF
user0008413	BD69-0000-0332-0789
user0008414	4843-0000-035E-59ED
user0008415	BD6B-0000-0342-040C
user0008416	30E1-0000-0323-1095
user0008417	4843-0000-0363-BA6B
user0008418	D54D-0000-0344-678B
user0008419	BD6D-0000-035A-A431
user0008420	30E5-0000-032A-9ADE
user0008421	D54F-0000-0364-93D8
user0008422	4844-0000-031E-E703
user0008423	BD71-0000-033D-279D
user0008424	30E5-0000-0332-04FC
user0008425	D551-0000-032F-4BB2
user0008426	BD78-0000-033C-EE2A
user0008427	4847-0000-0310-7F74
user0008428	D552-0000-0308-16F3
user0008429	18A2-0000-031B-BE5C
user0008430	5F92-0000-0310-E95C
user0008431	BD7A-0000-0337-7F09
user0008432	30E6-0000-035D-A7C3
user0008433	4847-0000-0314-78D2
user0008434	D553-0000-0341-1B46
user0008435	18A2-0000-031F-0476
user0008436	30EC-0000-0340-C0B1
user0008437	BD7A-0000-034A-7C74
user0008438	4847-0000-0319-A58E
user0008439	5F98-0000-0301-1AFC
user0008440	D557-0000-031B-30CE
user0008441	ECB8-0000-0325-9475
user0008442	18A2-0000-0335-BFF1
user0008443	30EC-0000-0360-4C58
user0008444	5F9A-0000-0331-790C
user0008445	BD85-0000-0359-09D9
user0008446	4847-0000-0326-1DC4
user0008447	4848-0000-0323-7A7D
user0008448	4848-0000-034F-279E
user0008449	4849-0000-0309-523B
user0008450	484A-0000-0303-BBC9
user0008451	D55B-0000-032F-4E52
user0008452	D55B-0000-0353-6809
user0008453	D55D-0000-0321-3B6C
user0008454	D55F-0000-0302-C10F
user0008455	30F0-0000-0358-5DC7
user0008456	30F2-0000-0332-9D85
user0008457	30F3-0000-0311-B5E3
user0008458	30F4-0000-0351-438E
user0008459	18AA-0000-0310-8235
user0008460	8E42-0000-0341-AF6B
user0008461	8E42-0000-0343-56F6
user0008462	18AC-0000-0308-0A0C
user0008463	8E42-0000-034C-064C
user0008464	18B0-0000-0350-D364
user0008465	18B1-0000-030D-5804
user0008466	8E45-0000-036A-DA45
user0008467	18B4-0000-0354-A5F9
user0008468	8E4A-0000-0316-8899
user0008469	18B8-0000-0301-6B9B
user0008470	8E4D-0000-033B-4BCE
user0008471	18B8-0000-0343-6C20
user0008472	8E4D-0000-034A-C622
user0008473	8E50-0000-0316-6BB5
user0008474	5F9B-0000-034A-7A6D
user0008475	5F9D-0000-031E-1683
user0008476	5FA0-0000-0346-ACAE
user0008477	5FA2-0000-0313-539A
user0008478	5FA2-0000-0355-DBC7
user0008479	5FA6-0000-0365-86CD
user0008480	ECBB-0000-0337-3F04
user0008481	A5F3-0000-0323-6F3B
user0008482	A5F3-0000-0341-5782
user0008483	ECBB-0000-0345-28EF
user0008484	A5F4-0000-0341-F70B
user0008485	ECBD-0000-033E-B31A
user0008486	ECBE-0000-0348-C255
user0008487	A5F6-0000-0310-84B3
user0008488	ECBF-0000-0365-F6F9
user0008489	A5F7-0000-0359-BE76
user0008490	ECC0-0000-0332-CF90
user0008491	A5F8-0000-0321-2E02
user0008492	ECC3-0000-0352-3A44
user0008493	A5FA-0000-0324-CD6D
user0008494	ECC4-0000-0326-9D50
user0008495	A5FB-0000-0300-4DAA
user0008496	BD8A-0000-0310-EDC5
user0008497	BD8C-0000-033B-9FF0
user0008498	BD8F-0000-030F-C398
user0008499	D560-0000-0316-79C4
user0008500	484A-0000-0330-CA3E
user0008501	BD8F-0000-0326-E350
user0008502	D561-0000-0302-DC30
user0008503	484B-0000-0361-4B04
user0008504	BD90-0000-033B-6D92
user0008505	30FB-0000-0357-0EA7
user0008506	D562-0000-0316-A6A8
user0008507	4851-0000-032C-3A7C
user0008508	18BA-0000-0357-6800
user0008509	BD93-0000-0337-DDF8
user0008510	D564-0000-0314-038D
user0008511	30FD-0000-0306-FC3D
user0008512	4853-0000-0353-D4A7
user0008513	18BD-0000-0307-A146
user0008514	BD93-0000-0364-C264
user0008515	D565-0000-0318-6E24
user0008516	5FA9-0000-0301-E334
user0008517	8E51-0000-0306-B63F
user0008518	4855-0000-034B-95D1
user0008519	7668-0000-0325-7671
user0008520	30FD-0000-035E-F3BB
user0008521	BD95-0000-0360-CC1C
user0008522	A5FC-0000-034A-BD83
user0008523	18BF-0000-030D-EFD8
user0008524	009C-0000-0315-F239
user0008525	8E52-0000-0347-D060
user0008526	D565-0000-032F-5980
user0008527	4856-0000-034E-CB94
user0008528	ECC5-0000-0320-E09B
user0008529	BD98-0000-0339-1678
user0008530	A5FD-0000-0339-2762
user0008531	30FE-0000-0309-4FD0
user0008532	30FF-0000-0300-3FEE
user0008533	30FF-0000-030D-4B20
user0008534	3101-0000-0344-5970
user0008535	3102-0000-0333-1DEF
user0008536	3104-0000-0322-0102
user0008537	5FAA-0000-0307-9C13
user0008538	5FAA-0000-0323-128C
user0008539	5FAB-0000-0320-6684
user0008540	5FAB-0000-0334-1049
user0008541	5FAD-0000-0329-0FD2
user0008542	5FAE-0000-035E-F25E
user0008543	5FB0-0000-032C-9FF6
user0008544	5FB1-0000-0316-7BD1
user0008545	18C5-0000-0323-7BA9
user0008546	18C7-0000-034E-33B9
user0008547	18C9-0000-031E-017D
user0008548	18C9-0000-034C-EE61
user0008549	18CB-0000-0359-C54C
user0008550	18D6-0000-0344-D2F9
user0008551	18D7-0000-0310-15EB
user0008552	009F-0000-030E-FC5D
user0008553	009F-0000-031C-5185
user0008554	00A0-0000-035F-C411
user0008555	00A2-0000-033F-919F
user0008556	00A3-0000-033E-3AAF
user0008557	00A8-0000-0326-9F81
user0008558	00AA-0000-0356-8285
user0008559	00AA-0000-035E-6BFE
user0008560	00AF-0000-0350-87A9
user0008561	00B1-0000-030E-C5DD
user0008562	00B1-0000-0355-F631
user0008563	00B4-0000-0327-E0BD
user0008564	00B5-0000-0367-9920
user0008565	D566-0000-030D-224B
user0008566	D568-0000-0308-FEC1
user0008567	D569-0000-0337-77CE
user0008568	D56B-0000-0339-7118
user0008569	7668-0000-0327-229C
user0008570	766C-0000-0346-F5D2
user0008571	766D-0000-0345-32B8
user0008572	ECC6-0000-0322-86A8
user0008573	8E53-0000-0328-7261
user0008574	8E53-0000-0331-AE33
user0008575	ECC7-0000-0312-6B04
user0008576	8E53-0000-0349-F3F8
user0008577	ECC8-0000-033C-3DB1
user0008578	8E54-0000-030F-62E4
user0008579	ECC8-0000-0351-CEF1
user0008580	8E54-0000-033E-1CC5
user0008581	ECC9-0000-034A-60FF
user0008582	8E54-0000-034A-C125
user0008583	8E57-0000-035C-B444
user0008584	ECC9-0000-0368-77EC
